timestamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16
2025-02-23 14:18:46.838000,3.687413196255127,-2.128485626631521,-3.0742140394309554,-3.3106658428985583,-0.13911985645170752,-4.14543281329375,-3.5941884514305857,-4.257431252710235,-0.24349334776856496,-2.9608730645861927,-2.1222307721093254,-15.417926014521425,-9.27358074660125,-1.2956444555266804,-1.4135857390693913,-5.189392898546485
2025-02-23 14:18:46.842000,3.7945312580963244,-1.8298743551971062,-2.3403996371801012,-2.5295610354323506,0.22853502325016936,-4.349542763004433,-3.242873931476623,-4.010631373389102,-0.02541565690375505,-2.420281555639813,-1.8701295875321244,-13.680875011083481,-8.687238535105577,-1.104840335636952,-1.2163383578633635,-4.837811377882509
2025-02-23 14:18:46.846000,3.8824909333150828,-1.5511587011712908,-1.6430708706898411,-1.716235249624848,0.5782408539860294,-4.4899869134944375,-2.8358325421535,-3.644584967727704,0.2402899822670983,-1.8350789447118727,-1.6144822166909218,-11.53609879885103,-7.9002377877647865,-0.8837456179012804,-1.044391173562707,-4.458119135982779
2025-02-23 14:18:46.850000,3.936756426495686,-1.2875005312205325,-0.9981359898747074,-0.8815063869406187,0.9058196118107734,-4.5354209372977685,-2.3654704165783786,-3.173414248845339,0.5475124540008576,-1.2190816875122605,-1.3557256828108086,-9.063911956840247,-6.954564332526944,-0.6355016788063259,-0.8941405559820677,-4.046662493053817
2025-02-23 14:18:46.854000,3.9532800303777287,-1.0333552641781514,-0.41664280071921855,-0.035680925649782716,1.2107070884066797,-4.455085285828406,-1.8264299308891176,-2.6157969399678778,0.8859971962080941,-0.5835502447905264,-1.0910547369233616,-6.348640755628095,-5.884972261550011,-0.36691969376979994,-0.75848714953867,-3.5984610140593536
2025-02-23 14:18:46.858000,3.9305448102047493,-0.7841012888104271,0.09362287862155667,0.8091978830198959,1.4901897739753867,-4.22446579371075,-1.2191766813470852,-1.9952973397500702,1.2383916346857164,0.05867248003939596,-0.8200131365336795,-3.511360305081059,-4.743124776289145,-0.0924151433151651,-0.6332027795159397,-3.1167695071292822
2025-02-23 14:18:46.862000,3.8634452971540996,-0.5447970444843051,0.5209050959557487,1.6311857000649483,1.731414712993396,-3.8374564206770185,-0.5578438459024099,-1.3458933363852186,1.5750369394831563,0.6851120406055818,-0.5521474801569093,-0.7199376767010569,-3.608165510163376,0.16083390630047883,-0.5251552806525921,-2.6202982258069696
2025-02-23 14:18:46.866000,3.746221581242892,-0.3342754271182666,0.8469727755383052,2.3956832358570903,1.9104708475160597,-3.3126418315821295,0.127717187478586,-0.7116813727263661,1.8564251648112555,1.2627627395111054,-0.3068970754576984,1.8340404639344436,-2.5764846908258563,0.35615467320390604,-0.452528310361485,-2.1413920873965444
2025-02-23 14:18:46.870000,3.579588518734443,-0.17867288599016437,1.053539974721303,3.0626242630410907,1.999373311210301,-2.687712591773518,0.8002088159286668,-0.1377906851588537,2.042884650235611,1.7553368932279243,-0.10568410190779133,3.9595688001434306,-1.7517982961204137,0.45788068303046886,-0.4376402915596046,-1.7185954558893564
2025-02-23 14:18:46.874000,3.3728990699722563,-0.10164680337597333,1.1298203115861005,3.5953794849584075,1.9736825465462013,-2.0090952827081234,1.4251112673213873,0.3383861717290267,2.102039996217773,2.1299636902758605,0.034195311454167356,5.481406531434907,-1.2377268346686423,0.43895813551297586,-0.5012885207806024,-1.3902739400424984
