timestamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16
2025-02-23 14:37:29.362000,2.445435265988788,-2.9303989286227434,-2.852481327739037,-2.639581375302991,-1.0779069683558067,-1.1090844670501196,-1.8550564949685495,-2.7713085803449675,-0.5338741870152146,0.3228468870061947,-1.5385937198066146,0.39388158133672907,0.2077192478601143,0.45847597392139505,-1.800002908098134,-5.215422872635691
2025-02-23 14:37:29.366000,2.435605629712499,-3.3961606683641525,-3.074888559540457,-3.106172040551734,-1.2023904879476155,-1.0665538147747562,-2.1617584488062,-3.222232324756437,-0.24987509885698833,0.26840473181486213,-1.5386360258869216,-0.7431799508539163,1.2199074202823565,0.18286707406602723,-1.9410071165900131,-5.679083658651571
2025-02-23 14:37:29.370000,2.45485485381716,-3.7770541446698864,-3.2406208150705953,-3.5567778549585856,-1.3311536003152973,-1.0312802377528525,-2.3952988855804986,-3.6543669030291075,-0.05837253217429114,0.13800069224407768,-1.6026414269552915,-1.7628809480462706,2.2432609253131344,-0.20047196915179372,-2.13998579223978,-6.068103633533001
2025-02-23 14:37:29.374000,2.5011113673712417,-4.063283530975723,-3.3564248124663743,-3.9787288333111834,-1.446079364778457,-1.0007279349252014,-2.5493172536908473,-4.062098484171335,0.03812099760689502,-0.06009285594977051,-1.7322407970498972,-2.756437479034901,3.147149680600505,-0.666556811740531,-2.382705727252543,-6.382281809773124
2025-02-23 14:37:29.378000,2.566934821452658,-4.25234836181952,-3.430367048727337,-4.356047875488721,-1.531534628768581,-0.9758522585889395,-2.6261116328910235,-4.439521174255749,0.0408454093845693,-0.31648769440591806,-1.9271511472145355,-3.8074928851740597,3.816968457286495,-1.1893754371216558,-2.6573017019800695,-6.6300395253004
2025-02-23 14:37:29.382000,2.6417679636216875,-4.352579501862688,-3.4753725735541843,-4.676323106342827,-1.5797815500801675,-0.966930212833605,-2.641021654034959,-4.785903564319406,-0.05049290963612336,-0.6263670668445148,-2.1883500251511325,-4.952202073562145,4.184637249038767,-1.7467750667831619,-2.958531085732784,-6.825960357320627
2025-02-23 14:37:29.386000,2.719298738648671,-4.377285912674294,-3.5041574060601524,-4.9286432740659585,-1.5892894707149519,-0.9879743296201724,-2.6150686475442013,-5.101756418579291,-0.23412630136078372,-0.9863222554026374,-2.512653124677974,-6.1763419800289485,4.232264610193631,-2.316098176066813,-3.2828862920216237,-6.983381137537049
2025-02-23 14:37:29.390000,2.8008207056937215,-4.334293324472339,-3.5201150605334344,-5.09626392460492,-1.5575664315401778,-1.0459965406377119,-2.562846208687678,-5.38029661283903,-0.4976183942014047,-1.386166789825528,-2.884263705014981,-7.433181409769389,3.9832308635781235,-2.8665764383081003,-3.6204327901556965,-7.107858043268445
2025-02-23 14:37:29.394000,2.890079464282925,-4.2231466753081675,-3.5154660916604556,-5.155988655199678,-1.4784529255939065,-1.138196365683212,-2.4884704910486013,-5.6056398076979566,-0.8156900241347479,-1.8070190839240243,-3.2746322303033373,-8.648389332651243,3.501767793324103,-3.3601431123005416,-3.9540295300202417,-7.196766770673821
2025-02-23 14:37:29.398000,2.9850742435482136,-4.043297032946488,-3.479593556839127,-5.0878860172946405,-1.3483697324092867,-1.2596183122638707,-2.392355565472981,-5.7605608693976915,-1.1582428895134382,-2.2287239759713104,-3.6523056445851148,-9.718645605774977,2.890701516174305,-3.7622533972658614,-4.267144259710612,-7.2437930842915135
2025-02-23 14:37:29.402000,3.076681682720543,-3.8029322056416217,-3.4076401717045104,-4.8847215439815015,-1.1735094808375006,-1.4100486896866322,-2.2784835639350502,-5.833895472102378,-1.499224522385487,-2.6364557800963584,-3.9920060999248315,-10.53272818957921,2.269086809816544,-4.051189031942037,-4.550030533760603,-7.241937568530015
2025-02-23 14:37:29.406000,3.1559748817405144,-3.5179581726815443,-3.2996239268913987,-4.550398250530885,-0.9683386532470485,-1.5901414028938063,-2.152525613845175,-5.818551066185819,-1.8169759838207185,-3.0178780509462646,-4.274182711654989,-11.013957863217152,1.7379385111883066,-4.2167234782857035,-4.796694372839703,-7.182095875731998
2025-02-23 14:37:29.410000,3.2211038144696817,-3.2039519929403113,-3.153515768051589,-4.091379986104544,-0.7473615682483107,-1.791112454460149,-2.014445586252752,-5.704861979972681,-2.089264592520598,-3.3559630222357018,-4.479545350893665,-11.147852812280448,1.3616698035231394,-4.253486838044085,-4.997754966236425,-7.051635779786736
2025-02-23 14:37:29.414000,3.2771101719535536,-2.871424891855068,-2.963331643060009,-3.513347121774033,-0.5193449388439252,-1.990363419850873,-1.8562598406046995,-5.479999493877844,-2.2920392118502617,-3.627473652140058,-4.588365202029945,-10.953168028788365,1.191712885818406,-4.158606888875681,-5.1385174977464185,-6.835832255241896
2025-02-23 14:37:29.418000,3.3318981851855516,-2.5274063236981115,-2.724822647497199,-2.8259990513348616,-0.28723937084277096,-2.1572306257951284,-1.6674350965690032,-5.134409255242422,-2.4031326991479,-3.807816469318311,-4.585466227801935,-10.410389447370793,1.314638468677645,-3.933407841850987,-5.202985014418335,-6.518706414415683
2025-02-23 14:37:29.422000,3.3922543951275483,-2.177743908924732,-2.4403204596896284,-2.0472797463909926,-0.050106683022028864,-2.261521208128996,-1.4403689707784981,-4.666844742059873,-2.4049911620898023,-3.8752756117995912,-4.463275872696017,-9.438577730963292,1.8531526952574617,-3.5832059805904604,-5.176985348757889,-6.082144007762228
2025-02-23 14:37:29.426000,3.460429988393924,-1.8256992292644383,-2.1166545326413346,-1.2008676575801938,0.1958151103393636,-2.2773483981553864,-1.1706040981998334,-4.083298555963085,-2.283604005835703,-3.811353043031263,-4.218743586328476,-7.97211673457336,2.8921349391160978,-3.114208338487845,-5.047128407819464,-5.50819898499552
2025-02-23 14:37:29.430000,3.5323626059577173,-1.4691806172040585,-1.760710555163156,-0.3112647328141326,0.4560972229493382,-2.183371698528219,-0.8554721518614298,-3.394367299194142,-2.027290479186675,-3.601008347387621,-3.8490670465612857,-6.057073166152602,4.4043236423009136,-2.532064210653705,-4.799999331386855,-4.787000154025888
2025-02-23 14:37:29.434000,3.5982763116718983,-1.1022584592176243,-1.3803214106613546,0.5962447017920911,0.7351781406011314,-1.9654351653976385,-0.49685942943166356,-2.6170676985123733,-1.6301694340767545,-3.2371252292451786,-3.3532501120979323,-3.853570177194741,6.257898043913669,-1.8455384082001227,-4.426365825103515,-3.924951184678264
2025-02-23 14:37:29.438000,3.645807813020192,-0.7209185468021766,-0.9891108217885993,1.4917794549689152,1.032939157105447,-1.6217738648781352,-0.10587697533781833,-1.7791242180000537,-1.098748086713463,-2.72660384002772,-2.7380989817171937,-1.5410505870876865,8.29324344930547,-1.0721627102448281,-3.9275970608450104,-2.945670278445597
2025-02-23 14:37:29.442000,3.664592385365032,-0.3263176378793484,-0.6066405971312182,2.34125314499705,1.3447861520093631,-1.163925998682034,0.29816785406470514,-0.9182966162489841,-0.4542069946656252,-2.090509145873179,-2.020331094972834,0.7637935366697062,10.380518967261787,-0.23893743303614903,-3.3167420737149493,-1.882922712649833
2025-02-23 14:37:29.446000,3.6485365115917774,0.07778170457718192,-0.25120253067134213,3.1136561117049926,1.6651923032378815,-0.6107045689678418,0.6958475896251439,-0.07477457585368419,0.27241456883551385,-1.3570023809532337,-1.222260124690484,2.9893432081930014,12.403168074100847,0.6230391892923923,-2.612858649670366,-0.773205191708339
2025-02-23 14:37:29.450000,3.5942919222242913,0.48858342474246436,0.06745875583171071,3.788077561472307,1.9904228148226915,0.01801044142585603,1.0750458329093058,0.7169431904795093,1.0460689817986188,-0.5551703319032286,-0.36791749583025374,5.0373487528173335,14.212902598717672,1.4832590184527754,-1.8361473800727206,0.3450223701722258
2025-02-23 14:37:29.454000,3.4983978828085998,0.9022971332718287,0.3474451879878319,4.352654638754244,2.316950635729257,0.6998138501329744,1.4300795228245204,1.4292414111700544,1.8279476125744134,0.28349691823511713,0.5143985319849174,6.7622859624870495,15.629279531285382,2.310057666107707,-1.0104373498305914,1.4266582477897682
2025-02-23 14:37:29.458000,3.3564691289001987,1.3080709809673152,0.5878556526153408,4.797801803198983,2.6368204843694873,1.4032135447222704,1.7548610441187908,2.036831058063952,2.5722501142836913,1.1200055196856495,1.3870289598550933,8.022229744184289,16.486584201486835,3.066062919680419,-0.1690137730751663,2.4175183711659067
2025-02-23 14:37:29.462000,3.1667595581092067,1.6873572387082734,0.7859696736587022,5.114467336713481,2.9364253359925208,2.0877974404974466,2.0404720132725904,2.516508856281479,3.228681052338723,1.909436148813513,2.204948155657005,8.73501803247064,16.677813670450767,3.710451701196231,0.646630786002446,3.2606840600902696
2025-02-23 14:37:29.466000,2.9351068616585363,2.0226963676827814,0.9425809880955248,5.301428849500296,3.202328011013578,2.7157409543074746,2.281033821359061,2.8556617116338594,3.7537326708977266,2.6116685960900594,2.926765141676214,8.88829782868911,16.16449536892888,4.209915054439625,1.3974053351412512,3.908586441396283
2025-02-23 14:37:29.470000,2.674828282923678,2.306812352009151,1.0673978997556464,5.372110796535575,3.4281356973017356,3.2636666344585104,2.479404885998486,3.05992366703009,4.121357554871467,3.2013130574227424,3.524987219198606,8.518678595991576,14.965099568758093,4.547977307152323,2.0565037421770906,4.33053034856519
2025-02-23 14:37:29.474000,2.400898884549936,2.541048094050898,1.1755682276002164,5.350531366230928,3.614527648978444,3.722143068083444,2.6438185007474124,3.1496198852244834,4.323176418141478,3.6672296065941277,3.9864199637293307,7.705233144560706,13.1519274565744,4.723590451758853,2.6094971582266844,4.511667032314902
2025-02-23 14:37:29.478000,2.1252321635641493,2.7251849390835106,1.278173309660183,5.259722997491935,3.7642207797880487,4.085617762943039,2.7786380481796273,3.1489528600751906,4.361414259845831,4.005343294326677,4.305982287655948,6.586427950853658,10.862379229405088,4.7436953732722165,3.048466212436888,4.450510790895571
2025-02-23 14:37:29.482000,1.85845150232779,2.8519166055227214,1.3782295670403468,5.116164787425553,3.8804498964126553,4.3473777801393245,2.880784334675943,3.0808638961840487,4.2459659416957365,4.216512740271971,4.484753909082376,5.3590040582379395,8.295746028648619,4.621377597832591,3.3707424008863818,4.161555380492948
2025-02-23 14:37:29.486000,1.6142793128047606,2.912557917857866,1.4763889912551467,4.9354822187054115,3.9707437797488327,4.505433502259222,2.9459214222866175,2.9714235616927733,3.99854080591856,4.312072991081398,4.534909321455192,4.226496675189042,5.6730556302331845,4.381123970727536,3.5837867324364936,3.67861414051622
2025-02-23 14:37:29.490000,1.4086893394843825,2.9051698300799593,1.5771329394017708,4.738910782633352,4.048229363091809,4.5688914396925115,2.9752462861633795,2.853314781306785,3.6548606936574215,4.317025309944867,4.482611250963306,3.3304267571099833,3.1854995938742623,4.060696393321078,3.706892625748431,3.050509656499246
2025-02-23 14:37:29.494000,1.2529898142027327,2.8337255871932947,1.6853442242472454,4.548470129926391,4.125501905898239,4.553531547399415,2.972857638112801,2.7581375463809525,3.257850941389923,4.263300854516102,4.362072371844882,2.727452818126596,0.9755587037530571,3.7032903328137903,3.7643400605389488,2.3302438413097946
2025-02-23 14:37:29.498000,1.1487643165472956,2.7001595850227638,1.7960547049504112,4.374119303850825,4.207090662573498,4.4705624094377105,2.9366360223444095,2.702452084594117,2.846835411510284,4.178863847093992,4.2057964281376226,2.4235171483803764,-0.84681006019998,3.347025172043193,3.7765167714779695,1.567512579433385
2025-02-23 14:37:29.502000,1.092188279917498,2.5022609527785997,1.8910000865960293,4.209142809020875,4.289998915589144,4.323252129064046,2.856146198860607,2.683172620420188,2.4531447661595536,4.08390373125052,4.040737172527498,2.415628162517083,-2.189261339944047,3.021976098999116,3.758028786634917,0.8098122260449525
2025-02-23 14:37:29.506000,1.0837737334402813,2.2434583135648523,1.9492352072733239,4.0418495006457436,4.373152465723708,4.117465054289897,2.72398450624329,2.688328449681951,2.104998363525128,3.996532855067905,3.89226045609758,2.697733568341268,-2.987159505119807,2.7552301349678445,3.72312152821592,0.1066143657397142
2025-02-23 14:37:29.510000,1.132928375149359,1.9457824239285528,1.963845931468088,3.8734841354853113,4.468578262697503,3.877057458813652,2.5519355048958916,2.7128842894016714,1.8358856298443793,3.9415449279237977,3.7899426617961116,3.2404947257128764,-3.223171172128436,2.5777054711818237,3.69284262908943,-0.4894669302077941
2025-02-23 14:37:29.514000,1.254220933806513,1.6547452710970552,1.952163878161954,3.7282346546841856,4.608316890948247,3.6524472754353288,2.379493379174964,2.7673057052085093,1.6902166740041231,3.9565098981913986,3.770494110593939,3.9901224755250184,-2.9231798926892787,2.528978315809572,3.7004264726845983,-0.9223743800770056
2025-02-23 14:37:29.518000,1.4596838154985934,1.433417682720166,1.9544173706149552,3.6507949522032397,4.84546380965143,3.517759360163488,2.2698124331766025,2.8757724072905835,1.7241804913062666,4.093644197065824,3.8778550961355926,4.900408432331785,-2.1258600299110633,2.6593933760246973,3.793817235248886,-1.130043818885518
