timestamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16
2025-03-03 13:15:20.060000,17.37930750243175,112.5707189167706,102.06282722647131,103.30843029957032,52.332936028525594,104.65600120908186,94.98799630038368,82.94887496540716,85.43298297937756,103.0809879980376,115.57282275450412,88.40305210213467,80.12483111166102,104.14816544672458,128.6421049187725,157.29537081655013
2025-03-03 13:15:20.064000,16.27968212784366,117.71515692381452,106.62752537650452,108.00679982428807,53.40851562496159,108.96855030994239,98.65780937439364,86.13842981566329,89.26867313971744,108.46341238075686,122.57268719439234,90.2613257715911,81.5252778121594,109.63903187417556,135.79048330186825,166.67490445423076
2025-03-03 13:15:20.068000,14.959851412543543,121.19108524739785,109.65011780631083,111.17105034213174,53.5855515143836,111.68460211344663,100.89398656746626,88.12437478064074,91.75342807080068,112.1426418551983,127.56871418710492,90.75024594972717,81.7697838746099,113.47231176432086,140.80928250021742,173.2693503543404
2025-03-03 13:15:20.072000,13.455247825869206,122.91332159809483,111.05371845297466,112.71082937238985,52.88866749755122,112.74341667973192,101.63945240895158,88.85152804860948,92.8410755866495,114.04130892094153,130.44757134319852,89.91764165410956,80.89159227371808,115.5715036940773,143.59426401356944,176.95265426039842
2025-03-03 13:15:20.076000,11.815716697865238,122.86148062667199,110.82389478013465,112.59710345554612,51.37892680622728,112.14610519433651,100.89393165883675,88.31024221044126,92.53488232212135,114.14944735253798,131.17858085499117,87.9029887024199,78.97809942245372,115.92315135657255,144.1237824178903,177.73327452715793
2025-03-03 13:15:20.080000,10.098656810888608,121.08180866231177,109.01135873891876,110.86661796499808,49.146751347307884,109.95502447918854,98.7149289027834,86.53731936205074,90.88214498843877,112.51977529255647,129.80915496789143,84.8977800878549,76.1522206494403,114.5710965836578,142.4527365829264,175.7350011949593
2025-03-03 13:15:20.084000,8.360087832676198,117.68108527478452,105.72416236227295,107.6162161981446,46.30420065835609,106.28745991809413,95.21230558797427,83.6120497320185,87.97165751532292,109.2650958529974,126.46050637699082,81.08083501284857,72.54326553441632,111.61391076985551,138.70790136666898,171.16695689888303
2025-03-03 13:15:20.088000,6.650739116162281,112.81643836553884,101.11419628485274,102.99045194501157,42.97740607996637,101.3059321109336,90.53848182568001,79.64970493491383,83.93071396191634,104.55326135743871,121.32042397197296,76.58521072054188,68.2730629615917,107.20097401992929,133.0806857907194,164.29883553184038
2025-03-03 13:15:20.092000,5.0170459992482765,106.6830720190292,95.3635685506842,97.16796278218695,39.299561927723936,95.20716811390056,84.8764151922261,74.7931801106676,78.91771803751966,98.5949512354969,114.6294517710415,71.52767617757551,63.466638748471695,101.52210139238413,125.81372704633385,155.45048799646617
2025-03-03 13:15:20.096000,3.500897150677225,99.50046563865996,88.67316603507462,90.34912348899564,35.40432301032311,88.21024265082754,78.42746621103417,69.20329481874563,73.1116004717072,91.62635419982341,106.66225443822654,66.05355811935675,58.26494881285792,94.79275481428289,117.18366160802938,144.9849723739395
